track_id,audio features,audio features1
1072,"[-3.445980592426464, 3.0594387612221055, 5.457136466859781, -2.389086559091839, -0.6321456905126572, 1.0280228080760574, -1.3995763985319238, 1.147758117855822, 1.7357859098980988, 2.842815142326988]",663f2c4c45a5a1b6dc174152
1073,"[-1.526544777533754, -0.36727364102459853, 0.4727096331663632, -0.09527296175110851, 0.7198016683582625, -0.8367308170944202, -0.904203246100577, 0.12536431313691646, -0.28847358389302463, -0.11912326789521581]",663f2c4c45a5a1b6dc174153
1075,"[-2.1891310629712857, -2.194638225926358, 1.1422708476023191, -0.5355065500324577, -0.2059032630993839, -0.3136215315378128, -0.04294797413931783, -0.14384066068775855, 0.4011736175492438, 0.44951552540843476]",663f2c4c45a5a1b6dc174154
1082,"[6.115299033885221, 1.3070305546575811, 0.5410719605078608, -1.0479538821617218, 2.2169347012074647, 1.1725577936336702, -1.5660013947304872, -0.7411349066812059, -0.22411039010910366, 1.0342326285925727]",663f2c4c45a5a1b6dc174155
1083,"[-1.3046242960928953, -0.9072964091036776, -1.3327206568773773, -0.2598697717731469, 1.111048587801992, -0.5169609357041003, -0.010132253138887349, -1.0688094339826582, 0.21175030510553483, -0.007287576764162117]",663f2c4c45a5a1b6dc174156
1085,"[-0.4061159539387587, -0.9932379475706801, -1.4372884497776293, 0.25253774649499566, -0.30767291807881086, 2.8600735918374576, 0.8459174126611584, -0.587074300788026, -0.06302127561666988, 0.7635488518990208]",663f2c4c45a5a1b6dc174157
1086,"[-1.9226948480959314, -0.6285703603173647, -1.2854539957552327, 1.946760759686732, -0.5257900368202504, 2.1801240279793963, 1.6584299105533853, 0.4502220104422734, 0.6728811059146637, 0.6808260787968705]",663f2c4c45a5a1b6dc174158
1087,"[-2.5992131061350863, -0.9844589226537444, -1.0425022307270309, 1.372763662481822, -0.760851889431796, -1.5498968805725764, -1.4351932781372203, 0.5523033558566182, -0.8766549047281998, 0.15243941485677195]",663f2c4c45a5a1b6dc174159
1088,"[-2.7944319975439518, -0.7730167979771061, -2.341776865669671, 1.9181213863867215, -0.38813856240118183, 3.4484450347450197, 3.599016709559237, -0.3023354747958199, 0.9013013640152477, 0.9801638274086709]",663f2c4c45a5a1b6dc17415a
1089,"[2.809110356007637, -0.8047276145115169, -1.7745121845014507, -0.7264011815506995, -3.249915290434815, -0.11675714726726476, 2.0621114662886764, -0.8082416200682269, 0.03443964982044298, 1.1005951265692049]",663f2c4c45a5a1b6dc17415b
1093,"[-0.033118838067509294, -0.545286436065551, 0.7205122976957832, -0.9354249119841703, 0.31261499840604456, -0.5167747159124495, -0.197741521838812, -0.9678485553325877, 0.3899711513794154, 0.258676331188299]",663f2c4c45a5a1b6dc17415c
1095,"[1.0784035755193935, -0.47765716857751506, 0.25554679238566735, -0.6717052306778044, 0.687890995913301, 0.2698373170492748, -0.5819730703713222, -0.050523577688933834, -0.3055054511610465, 0.9713764951546939]",663f2c4c45a5a1b6dc17415d
1102,"[-2.667629295703521, -2.5323638930737555, 0.3293544612924594, -1.3445795409037409, 1.1562545279032586, -0.10076127282149511, -0.39735936333704003, 0.4625849349054771, 0.6451083131085474, 0.8138627144383102]",663f2c4c45a5a1b6dc17415e
1105,"[-2.6824282772402652, 2.27951391133356, 0.01299148243163011, 2.1164651416850644, -1.5344656759530633, 1.6686282001797133, 0.7323567770640393, 0.20889381842412053, 0.3590536856042648, -0.09314357517853593]",663f2c4c45a5a1b6dc17415f
1106,"[-3.501434348341929, 2.2206940785909333, -0.054977130842111026, 1.9163685439975535, -1.3727286339034999, 1.1557851302589073, 0.3850029372123683, 0.18337813719081344, 0.9401492094412579, 0.1918954215427511]",663f2c4c45a5a1b6dc174160
1107,"[-3.0807590334215953, 2.1317640727055784, 0.6817291470789746, 2.5139434258849565, -2.087579362543266, 1.1930744166486256, 0.8983070102002897, -0.4461396861839882, 0.5067374757185132, -0.019744585506649873]",663f2c4c45a5a1b6dc174161
1108,"[-3.695537513891083, 1.9270704238332987, -1.072683698308318, 2.0913302256806263, -2.370933293581813, 1.464893906087425, 0.27131847335559295, 0.8306022964835899, 1.3164875742098412, 0.1266932741683737]",663f2c4c45a5a1b6dc174162
1117,"[-1.4566373374479935, 0.28931216046686237, -0.8897818337627403, 0.7364085902486385, -0.6898068914558483, 1.2424464516925757, -1.2057105009397697, -0.05985408197919845, 0.037486855762783745, -0.07189052699496917]",663f2c4c45a5a1b6dc174163
1118,"[-1.2492747376250697, 1.6071463702965698, -0.8877499937488653, 0.3096219151966587, 0.8143692876834185, 0.4048339463125892, -0.09767665284772917, 0.5116130383804425, 0.3306845113411616, -0.9680709970232688]",663f2c4c45a5a1b6dc174164
1121,"[-1.3314450882102515, 0.7507215087718876, -0.04789629184518287, 1.2239715978526358, -0.7871755246515617, 0.025054919482385786, 0.8693676053146773, -0.6660883761446065, -0.4015429158840273, -0.2628291346589726]",663f2c4c45a5a1b6dc174165
1123,"[-5.000561577141655, 2.2921023495542148, 1.5305566104067465, -0.4955927343520759, -1.1317909390659837, -0.4097632618017345, -0.7020629511528854, 0.8925768735426989, 0.046019529904179644, 1.106057655160099]",663f2c4c45a5a1b6dc174166
1125,"[0.06313760750607612, -2.7613835134096303, 0.29860163277936214, 0.25251226242740443, -0.6306240120722082, -0.3568713452003823, 0.3748577158858732, 0.579492690928626, -0.22053002457199658, -0.36384377504648585]",663f2c4c45a5a1b6dc174167
1126,"[-3.0707576360435755, 1.1110227749246, 0.758525177138297, -1.3036860103580399, -0.05313524364137822, 0.45957349632855043, -0.8854430582960529, -0.2863394893880705, -0.1553138498908772, 0.24953729514633163]",663f2c4c45a5a1b6dc174168
1130,"[-2.6139913185083206, 0.6159068293352185, 1.0370361374229098, -0.5081525193463262, -0.3528943572185225, 0.03648809117802322, -0.45892171298050843, 0.25558760879232495, -0.38714015755343145, -0.07556812160976607]",663f2c4c45a5a1b6dc174169
1131,"[-2.025609543724131, -1.108412976588517, 1.1778679927066087, 0.00825367581662508, 0.5084463064417775, -0.29656969125966104, 0.24632174208687166, 0.8831143679004945, 1.1884138941534839, 0.3209198862950734]",663f2c4c45a5a1b6dc17416a
1138,"[0.12233716849368802, -0.15802131453189852, -1.23773959437679, -1.6414739700049403, -0.046765377258598334, 2.520089241980058, -0.3497371238600794, -0.41960154905579605, -0.0025273492832224597, 0.1807933635653354]",663f2c4c45a5a1b6dc17416b
1147,"[-1.392116456268866, 0.08111890595000774, -1.2672025389414734, -1.0543482591513345, -0.25837203627264493, 0.12299595574445424, 0.9290067763849079, 0.36708045092708097, -0.09921559040089772, 0.4336565698590835]",663f2c4c45a5a1b6dc17416c
1148,"[1.315379419688999, 2.0879429133820895, -1.5236891048157113, 1.7728836326526176, 0.019196897985996678, -0.6934327213221384, 0.08588447780808202, 0.21019311428173107, -0.3337473644719256, -0.3994451969930108]",663f2c4c45a5a1b6dc17416d
1149,"[-1.3119163381446688, 0.9882686447023588, -0.6231062132284408, -0.5683334869211454, -0.32225980781840985, -0.6266362983025241, 0.8558643707527531, 0.0006298035761081147, 0.5291206186259971, 0.534366478658872]",663f2c4c45a5a1b6dc17416e
1150,"[-3.014514295672446, 1.327198349945275, -2.2009644322392163, -1.5285370264686489, -1.129278321449313, -1.4808447689856583, -0.26840788999590587, -0.3096615246795749, 0.1018226822230037, -0.08829553971836043]",663f2c4c45a5a1b6dc17416f
1151,"[0.0819480932798676, -0.35366258728720856, 0.1458906891771351, 0.6917083503975033, -0.08935771520135614, 0.0018098612871861946, -1.4657103434543588, 1.0193621174380851, -0.416835303162992, -0.7326554172117046]",663f2c4c45a5a1b6dc174170
1152,"[0.42225239171897494, -1.2520229202680317, -0.6259559154738945, 1.0878141907793943, 0.6679677251407744, -0.5685686773978625, -1.8144939259689385, 1.1097131263552578, 0.5351031668408599, -0.8423196692291675]",663f2c4c45a5a1b6dc174171
1153,"[-0.8981969248811877, -1.3001069140283747, -0.3717627393093822, 0.8411269486682993, 0.702836428613874, -1.293297675123224, -0.5745147052769829, 0.98172884015745, -0.5326361553654554, -0.4857630171617668]",663f2c4c45a5a1b6dc174172
1154,"[1.6207205332054309, 0.30854645060474806, -0.4079406981122502, 0.9518508180404238, -0.4914548777224351, -0.9884227787989227, -1.4148474751139262, 0.6862288161279839, -0.1482479719749755, -1.468899674909987]",663f2c4c45a5a1b6dc174173
1155,"[0.1451784775377187, -1.3102188806327844, -1.1812375539429683, -1.0652266373279429, -1.5854841533588027, -1.053024765858121, 0.14193148033127387, 0.30229321956649513, -0.526128821472505, 1.4841375421219813]",663f2c4c45a5a1b6dc174174
1156,"[-1.655899507344781, 0.8887050443732204, -0.7271928976755925, 0.1600035902255861, -0.5737155238239527, -1.0952112997030083, -0.06841492199445998, 0.6442043334788352, -0.4705416089464203, -0.20671839635516492]",663f2c4c45a5a1b6dc174175
1157,"[-1.9832906612422903, 0.09997659851826238, -0.7435777800125094, 0.27904762076111816, -0.39248636585832763, -0.998287276720065, -0.6000628393396131, 0.3082660599508204, -0.5495424934593088, 0.3279870892609474]",663f2c4c45a5a1b6dc174176
1161,"[-2.1053032743310216, -0.699818499572111, -1.7626178589938435, 0.12929255860605401, -0.6989679452985487, -0.7102706758592103, -0.051479803141180426, 0.24845481560811805, -0.49554250750752127, -0.6734601153397369]",663f2c4c45a5a1b6dc174177
1162,"[-2.220752423212332, 0.6063712142132462, -0.40009582213354544, -0.11981047376571881, -0.9231674388947563, -1.041813323582156, -0.2831695221821693, 0.07156666221145551, -0.6015134398654262, -0.5411629902706708]",663f2c4c45a5a1b6dc174178
1165,"[-1.3674826414963916, -0.2766254322773937, -0.30879304616261216, 0.7034987476074823, -0.34824899693847694, 0.22682800709132755, -0.9522737795899661, -1.150743680812764, -0.644667688933727, 0.5875576938984934]",663f2c4c45a5a1b6dc174179
1179,"[-1.9150660960841492, 0.6233019271476339, 0.12149501157210538, 0.9843797707610619, 0.6831907838859587, -1.5826754845113942, -0.526607118221658, -0.03817217210658749, 0.15981332003576637, -0.3921990385356789]",663f2c4c45a5a1b6dc17417a
1183,"[-0.9950783998902845, -0.604606074563273, -1.1687547819814323, 0.5552082515287432, 0.38753478562789984, -0.5711597935327072, -1.146335303654729, -1.0206651702471603, -0.33845399737171367, 0.3673065950133848]",663f2c4c45a5a1b6dc17417b
1193,"[1.9881493178257355, -1.5577630717154538, 0.6183479599378575, 1.099952249323367, -0.4997720838167552, -0.48595798310657773, 0.9648190223122578, 0.036011008573678754, -0.4395939413682692, -0.6519373480416991]",663f2c4c45a5a1b6dc17417c
1195,"[1.4660648860673455, -3.1634254285300694, -0.5604808286742098, -0.19149969637611963, -0.960517918037763, -0.35520150505487497, -0.752501275457188, -0.6660819391231046, -0.10018456647586312, 0.2097357205035009]",663f2c4c45a5a1b6dc17417d
1196,"[-1.2605431013113078, -2.5886828769767414, -0.559020723580754, 0.4070490696158454, 0.7665144339080616, -0.36480579320769085, 0.27596357833265095, 0.35039910386046147, -0.25734232198570123, -0.5980376120954101]",663f2c4c45a5a1b6dc17417e
1197,"[2.2765402431902664, -3.068870434355087, -0.14242525861476968, 0.1619871360077586, -0.5604340236437458, 0.024206032522800083, -0.5893310866445102, -0.8937505769832039, -0.28456422129012765, 0.592492262300195]",663f2c4c45a5a1b6dc17417f
1199,"[2.4443991065979653, -2.93950925085426, 1.9229420735260947, 1.6884643846928868, -1.8151289606359693, 0.08387868166662117, 0.9793631864260091, -0.611552598376219, -0.26292371281600074, -0.21347162043827325]",663f2c4c45a5a1b6dc174180
1201,"[-1.704545313231179, 0.040700231608246956, -0.6135920671685231, 0.3150064302424944, 0.44908852217643547, 0.3401532222662578, -0.366296949201438, -0.6898107258247772, -0.43593518127215103, -0.15456903149738369]",663f2c4c45a5a1b6dc174181
1202,"[-1.6102814026847427, -0.5251168266446106, -0.8458282490380256, -0.19357141349823884, 0.5541467599109009, 0.5637470485200667, -0.10582160701584438, -0.02688065939967873, -0.3921190632437108, -0.19894346918695474]",663f2c4c45a5a1b6dc174182
1203,"[-1.8868903813849762, 0.1122492868217643, -0.6935063640109312, -0.5305271291793436, 0.43516740898400863, 0.09461726647167033, -0.3516672914845989, -0.31853953075460795, -0.6160351393693765, 0.011154409532672875]",663f2c4c45a5a1b6dc174183
1204,"[-1.5589974102887145, -0.34530700720988516, -0.9582825179759898, -0.6902303769850746, 0.37923809321160795, 0.32900841406979714, -0.14143470738210878, 0.0845776582295404, -0.1071234827945265, -0.6132905091391491]",663f2c4c45a5a1b6dc174184
1249,"[-1.3163157330764597, -0.7049793591592979, -0.7879191932626645, -0.18780915498044368, 0.811254306325121, -1.0871099794002808, 0.2406419644614444, -0.9574382146913644, -0.5181697689322317, -0.783949370634592]",663f2c4c45a5a1b6dc174185
1259,"[-0.47879493584347926, 0.9316367991118862, -0.29403110270306715, 0.14673859475682832, 0.19998871816889893, 0.04911333961117496, -0.5610108869726856, -0.07960262002301641, 0.165902451786833, -0.3525274252770579]",663f2c4c45a5a1b6dc174186
1270,"[-0.7113435593256113, 1.9260085199071497, -1.5445900604236489, -0.8097460286216759, -0.373832983205745, 1.5393343537592266, 0.009489079426198664, 1.4417443635672842, -1.5852441124154788, 0.269475380322086]",663f2c4c45a5a1b6dc174187
1276,"[-0.5923268578997487, -1.0110725127155498, 0.29107330191964836, -1.5550067025704282, 0.8546864037993211, -0.5308229063368036, -0.39301013994564454, -0.5138723494782435, -0.8538411851617395, -0.7240181218860617]",663f2c4c45a5a1b6dc174188
1277,"[-0.7152825597249183, 1.0590211226256214, 0.8214840351138115, -0.10475929429656737, 0.4943787396177541, 0.3355375897717248, -1.056497376925641, -0.14993166804856747, -0.15856524789576598, 0.4207286077617007]",663f2c4c45a5a1b6dc174189
1278,"[1.752742880129317, -0.28651138697132167, -0.16925489047901807, -0.9563182367327455, 0.19789618799242728, -0.4455923637296976, 0.15319798380331248, 0.4536409131161567, -1.213117631534357, -0.7435423043847962]",663f2c4c45a5a1b6dc17418a
1279,"[2.4514797955434533, 2.9564833521925387, -1.8435020656108312, 1.6546633014326362, -0.21036687837653598, 0.4261103603585902, -0.46327121687398765, 0.7895024253773947, -0.5857609466230506, -0.11737367270989724]",663f2c4c45a5a1b6dc17418b
1280,"[-0.3508659054895786, 1.5127137033417002, -1.3531936686576447, -1.381474131379596, -2.1896329112555284, 0.2981157128394439, 0.5202059957205851, -0.866745403029235, -0.3351157405409148, -0.5428049094990981]",663f2c4c45a5a1b6dc17418c
1289,"[1.3972756707796068, 1.681159443922351, -1.0558350820777387, -0.6372797868921424, -0.18089505825639088, -1.1165233696919825, -0.6033366535399355, -1.0859354663468916, -0.16892288639830463, -0.2914423912127685]",663f2c4c45a5a1b6dc17418d
1290,"[-1.8465770730597804, 1.2942515509572707, 1.5298929571030395, -0.9245854252766182, 0.28063565175977007, -0.6591202727033036, 0.2502353315647622, -1.7559066416470426, -1.2820866887785545, 0.23087470576234642]",663f2c4c45a5a1b6dc17418e
1292,"[-0.7570560640300426, -2.2461191084329304, -0.6742059215371253, -0.17032151420690692, 1.7257142579241782, -0.27560024568101693, 0.5565702814779231, -0.318155848734213, 0.4824272217256384, -0.056233653899748805]",663f2c4c45a5a1b6dc17418f
1298,"[-2.718382504013033, 0.050657384751542446, -1.4057693969463323, 0.7008865674059949, -1.0950218938592347, 0.3559488842501183, 0.13747643630267728, 0.09354529198540253, 1.1878138581888091, -0.23600132236031085]",663f2c4c45a5a1b6dc174190
1311,"[0.39978378641171086, -0.9410834523409567, 1.4237579162834175, 0.8094124684714861, 0.07710522333509671, -0.16774135391200257, 2.1202440635902553, 0.24990659273916715, -1.862790679352107, -1.4031740165473006]",663f2c4c45a5a1b6dc174191
1339,"[1.699247531940017, -0.9424651879382632, -0.7993489463690301, 1.5889878322873292, -0.08223346730177213, -0.16130172735982606, -0.08222451586142118, 0.9112987722692428, 0.1506245720529357, 1.0226131525638418]",663f2c4c45a5a1b6dc174192
1354,"[-2.4446082276516052, 0.13819734698314823, -0.245085249037271, 1.1316384280231122, 0.6932056439360595, -0.06375527750357658, -0.5871051421655537, -1.2335360523442929, -0.27907739608665194, 0.5435057877725633]",663f2c4c45a5a1b6dc174193
1356,"[1.115319812809734, 2.316167807153522, -0.13302097195166548, -0.08859443831781172, -0.11444070794571082, -1.2580673187058102, -0.33253763455283536, 0.40936050917262784, -0.09462927743581105, -0.6763229574027415]",663f2c4c45a5a1b6dc174194
1358,"[-0.7467246395432384, -1.4270509844216888, -0.2159389178234495, 1.0834367328002845, -0.7884622832626116, -1.0923450655959484, 0.25408899897332626, -0.5215123193562655, -0.20831899649553992, -0.6876688532548051]",663f2c4c45a5a1b6dc174195
1360,"[-1.5308426411784377, -0.4280769548953427, 0.41438387839238444, 0.6113957031804522, -1.2063418845001068, -1.1807260333414538, -0.20744140988389637, -0.5923774185455254, 0.09361449539847755, -0.8107008830425074]",663f2c4c45a5a1b6dc174196
1361,"[-1.837605312918324, -0.11809919118665359, 0.8096734402091755, 0.2837485691033704, 0.28550806084213315, -0.9518312499418422, -0.33609737399679884, 0.909148797162072, -0.9281598464594898, -0.9838276530717279]",663f2c4c45a5a1b6dc174197
1363,"[-1.9778804676701818, -1.6089417124290213, 0.05039382363597973, 0.86918036283416, -0.8667887488047507, -1.1724574313653982, 0.3742602227989544, -0.6663755098788203, -0.790606740375359, -0.6635491811952436]",663f2c4c45a5a1b6dc174198
1366,"[-1.9887109894898487, -0.9690136805280691, 0.5382380853208927, 0.8462998229893384, -1.0916468693232975, -0.8872296660739276, -0.2684542453307725, -0.8920804221654192, 0.0008013541665031263, -0.9081633863138656]",663f2c4c45a5a1b6dc174199
1382,"[-3.619951503665418, -0.8552496153201724, -0.7128276527556496, -0.43055533932806195, 0.06237212540509743, 2.366719058717622, -0.3908653707537159, -0.4731526638699148, 0.025510220185041853, 0.37998863227922003]",663f2c4c45a5a1b6dc17419a
1383,"[-3.2814101655052554, -0.12300939446867576, -1.099950946200643, -0.20173370548408073, 0.4804114568315653, 1.7604134536674834, -0.9177088319661053, -0.39165959653867344, -0.3578737826840582, 1.1047502942754996]",663f2c4c45a5a1b6dc17419b
1413,"[-1.5343931559440898, -1.1361135764417762, -1.6918187580786967, 0.4662853706655023, -0.2269819724809166, 0.35996135167857424, -0.5113643916716246, 0.18246830336274383, -0.5131401958327343, 0.10183310900301137]",663f2c4c45a5a1b6dc17419c
1416,"[-2.4538258219977234, 0.6121055120516806, -0.5349446712411225, -0.9404128975445477, -0.39734059404316446, 0.3678504965467802, -0.4602081956990816, 0.36708129889879576, -0.7678230725583853, -0.09669556662109333]",663f2c4c45a5a1b6dc17419d
1417,"[-0.8360668532176313, -0.3194187723151856, -0.7197876838464184, -0.29508101682708837, 0.5273246486198289, 1.2595993156090426, 0.5400653526381383, -0.016267193979003773, 0.8492591390136117, -0.747649104647882]",663f2c4c45a5a1b6dc17419e
1418,"[-0.4908534126614016, 0.8067733833437423, -0.06614019677898088, -0.15084813322318233, -0.41619744041700135, 0.2691253810639937, 0.924717711770951, -0.6669254422332435, -0.14614093490661134, -0.2595526936951963]",663f2c4c45a5a1b6dc17419f
1419,"[-0.08435571717543361, 0.11182925692435185, -0.9968932550814233, 0.6940607284252532, -0.7364624712227738, 0.4768535040903307, 0.7092236496929891, -0.566025281466758, 0.5189665374246121, -0.29340382706725526]",663f2c4c45a5a1b6dc1741a0
1427,"[0.7547473568340132, -0.8315731323014205, -0.8535954118966695, -0.8867024685151426, 0.6534973407766786, -0.552302504985636, -1.4303515812005547, 0.09832746591870611, 0.013953680865358144, -0.22355247672214903]",663f2c4c45a5a1b6dc1741a1
1443,"[0.3940471656569312, -1.3402304026083862, -0.7291416659031925, 0.511800802780797, 1.6708975972488804, 0.4010105942600886, -1.4059382689494082, -0.8435617254872456, -0.7786476250047379, -0.9082765389395496]",663f2c4c45a5a1b6dc1741a2
1450,"[-1.7884044507234134, 1.7492272924952987, -0.6807406791126079, -0.10594672832240086, -0.9368106168179543, 0.39513498447350426, -0.4333248701172037, 0.1213795420268978, -0.9497179235617127, -0.038844090079977]",663f2c4c45a5a1b6dc1741a3
1451,"[-0.8434066744285875, 0.8994486096714664, -1.280947516673512, 0.19596301218982953, -2.1732878657471772, -0.2207785048838834, -1.2505647672809956, -0.2571913852956906, -0.766918944266678, 0.6382219662317726]",663f2c4c45a5a1b6dc1741a4
1481,"[-2.3540976037897035, -3.49698448356044, 0.187804890431615, -0.7443003702245065, 0.2884504196893493, -0.7467857055697509, 0.36250661728220623, 0.8901377139123205, 0.09840672974573621, 0.7609656924237691]",663f2c4c45a5a1b6dc1741a5
1482,"[-1.2027727296181026, -4.914365597925283, 1.4050645788455052, 0.7243086624799371, 0.8325482576918376, -0.3258580864077074, -0.27064341132523145, 0.34378448121618876, 0.2504611237902919, -0.2081688295659989]",663f2c4c45a5a1b6dc1741a6
1483,"[-0.9366694738984628, 1.9405409784326069, 0.020546129796204356, 0.9300149471883132, 3.487659351995037, 1.5181666939551612, -0.5217240552934639, 2.012641608621514, 1.8691832586516852, -1.394259098763011]",663f2c4c45a5a1b6dc1741a7
1485,"[-1.7841237585133356, 0.2936246272848593, 0.08846272447814814, -1.9211317587822798, 0.4071166101375762, -0.7876952533494547, -0.24521236389817813, 0.11836206853390893, 0.19329097418871335, 0.085918421569343]",663f2c4c45a5a1b6dc1741a8
1498,"[0.6831405203043861, -2.2545744410195527, 1.850851066784019, 0.13051094361556523, 0.6340155285044169, -1.312251611011745, 0.7283425919701256, 1.1840150910373775, 0.32735573231437903, 1.6060021595180425]",663f2c4c45a5a1b6dc1741a9
1510,"[1.6269176273341162, 4.437548044919795, 2.8288976503097603, -2.055755858494514, -1.2564390267190846, 1.3301740079344677, 0.9679562202232228, 0.1410134516015383, 0.05382356712646117, 0.010989304066168989]",663f2c4c45a5a1b6dc1741aa
1526,"[-3.797988921922326, -0.4144747595794613, 1.2121351369009705, -0.0036654318176926972, -0.5753068234691584, -0.16982333665742744, 0.014048353470697767, -0.09618287262420055, -0.47638023051575196, -0.7018488609909173]",663f2c4c45a5a1b6dc1741ab
1528,"[-3.300696104855674, 1.5609927243155148, 0.3085423770679005, -0.11330512192936261, 0.24648535467213284, -0.5033185707413386, 0.2879913978768342, 0.1239056500431352, 0.124154019732899, -0.18940209843514078]",663f2c4c45a5a1b6dc1741ac
1534,"[-2.308820370110992, 1.2616973749746678, 1.3959981250346045, -0.10222675407035534, 0.8200237591312142, -0.3673335716216718, -0.4859081935000542, -0.3198240175636417, -0.2610842320425697, -0.8213682692797573]",663f2c4c45a5a1b6dc1741ad
1544,"[1.5401090933425587, 0.34794651705542434, -0.8149708855555882, -4.329672902001604, -0.7302679045304162, 0.4479615298314758, -1.1100769788609994, 1.233952555555741, 3.090497274520264, -0.16448072802640754]",663f2c4c45a5a1b6dc1741ae
1545,"[1.9030468975189918, -1.8000567758711978, 0.75101118603399, 2.32191622818115, -0.10141182985864916, 1.7562846364065683, -1.1518417181117522, -0.625811196192187, -0.4940066153857706, 0.8606921761003207]",663f2c4c45a5a1b6dc1741af
1547,"[1.2604680045713055, 0.47641241557536923, -0.3466218536091654, -0.5073851957035577, 1.062467540271589, -0.30946515590658563, 0.06380286000794723, 0.1964211859890467, -0.03580508194490518, -0.037923743517331125]",663f2c4c45a5a1b6dc1741b0
1548,"[2.135318898432581, -2.6692127066566473, -0.685318497021777, -0.001197019760847021, 0.3473291200977701, -0.10930723488732996, -0.07067823584576212, -0.22702211505746844, 0.16234190985237273, 0.6437486188853034]",663f2c4c45a5a1b6dc1741b1
1550,"[6.342131116999245, -1.6812568772439525, 1.2624708621939167, 1.1694589267268762, 0.7302024462530217, 1.3245478774703396, -0.3815115780209817, -1.8843450219315396, -0.022429679465802193, 0.5711786176734274]",663f2c4c45a5a1b6dc1741b2
1551,"[-0.29065679239646575, -4.268934569121574, -0.19682119054670136, -0.5092727413035795, 0.5594366834784567, -2.314308631476736, -0.1986366445159021, -0.08469266766725729, -0.8479698583052692, 1.521534000469168]",663f2c4c45a5a1b6dc1741b3
1552,"[3.835309006829636, -0.6107716887646598, -3.0820137710815776, 0.1828086611049601, -2.8527201472301513, 0.7035171911482827, -0.6345846333720854, 1.146650045882551, 1.9116719773420876, 0.44640431047018697]",663f2c4c45a5a1b6dc1741b4
1553,"[4.99106055669516, -1.882007114796805, 0.47998143742646293, 0.03412647190424188, 0.39987835918783504, -0.5784061257024581, -1.0803682808055162, -1.3147422781991358, 0.780467196103891, 0.3392729192372184]",663f2c4c45a5a1b6dc1741b5
1554,"[5.3772132559551435, 2.6758289168529164, -2.9283806591041124, -0.09238789933692494, -1.2239815329409063, -1.1060635074744989, -0.4982888275346633, -1.363043691340503, 0.6418802856808912, 1.3460653609685418]",663f2c4c45a5a1b6dc1741b6
1555,"[1.4677775401676987, -3.702608974818703, -0.022848623550702416, -0.06458667930373001, 1.171440406087574, 0.4029583220594599, -0.32573224305279785, -0.5378202806508283, 0.1424550936158123, 0.3631518886704208]",663f2c4c45a5a1b6dc1741b7
1556,"[3.1197926038624364, -3.1191189224477722, -1.263693190494932, -1.3174031095219971, -0.48252544873914466, 0.14514584560676547, -1.0417716529909127, -0.9167594247388811, 1.9151035751744614, -0.8880816375686944]",663f2c4c45a5a1b6dc1741b8
1559,"[-0.09204537345184513, -0.6582763056630021, -1.1661890128760561, -2.5546143847003218, -0.2551981280142485, -0.8205347860857777, 0.6482092320598111, 0.31847373714393956, -0.35667831776698683, -0.1199807985716202]",663f2c4c45a5a1b6dc1741b9
1607,"[-0.9521952601506359, -1.1671238409480333, -0.6341596203114347, 0.5585357005381139, 0.23034674987742007, 0.8587134649240692, -0.6404902127829044, -0.1383795148228926, -0.33888855283640235, 0.23208885806212856]",663f2c4c45a5a1b6dc1741ba
1634,"[-3.5251851126838223, 1.1054862807252712, 1.629430096438125, 0.6275978785037989, -0.5845431340391655, -0.748440246519747, 0.5207821049382576, -0.054983089574856724, -0.8097971101437396, 0.7712944551777887]",663f2c4c45a5a1b6dc1741bb
1635,"[-2.0938901982276397, 0.7087976168218312, 0.5470487441761993, -0.6506270858192389, 0.7136067625898183, -0.6174100978479311, 0.612548228439189, -0.7551424021974031, 2.1748436647933205, -0.11805202372400829]",663f2c4c45a5a1b6dc1741bc
1638,"[-2.4943849516598546, -1.9346617879227546, -0.15290069130441739, -2.0599277550218353, 0.16886788736463904, -1.2718331193782233, 0.13254971383661118, 0.1533942015137917, 0.3184057202780926, 0.2292668891391328]",663f2c4c45a5a1b6dc1741bd
1640,"[-1.9994169400939015, 0.7483276076082023, 0.10202400954603821, -0.7083887484587758, 0.33053748724881593, -0.8826290294643275, -0.5715488861597046, 0.14887526473926807, 0.3152588498309829, 0.688757569052575]",663f2c4c45a5a1b6dc1741be
1642,"[-0.08305262260927178, 1.88281745427667, 1.4471818408169939, -1.29774830617726, 0.3800623302528581, -0.3560668691287498, -0.2061303470289639, -0.22694352348209482, -0.3617539697344452, -0.1354506669065342]",663f2c4c45a5a1b6dc1741bf
1644,"[-2.424247772102012, 1.7086202493145588, 1.2155603101237504, -0.3806039986075618, 1.287567573362518, 0.1384338678067561, -0.11444461065569854, 0.21952668346219004, -0.7476513460543516, 0.0858656860794307]",663f2c4c45a5a1b6dc1741c0
1649,"[-0.6843146305393576, 0.327885439791799, 0.6291577103176336, 0.3909697336776623, 1.1415211468528483, -0.26928171197974676, -0.541172299428168, -0.9513603319205095, -0.3441432741759916, -1.2191718284749742]",663f2c4c45a5a1b6dc1741c1
1652,"[-2.283406200953699, 2.56309492350957, 0.01893031419664609, -0.8967070391062734, 0.4977167823621149, 0.6762398040849655, 0.27411770749625974, 0.12833426742017293, -0.9484149997777497, 0.32006300372910684]",663f2c4c45a5a1b6dc1741c2
